DEPARTAMENTO_PRESTACION,MUNICIPIO_PRESTACION,SERVICIO,ESTADO,NOMBRE,NIT,DEPARTAMENTO_DOMICILIO,MUNICIPIO_DOMICILIO,DIRECCION,TELEFONO,EMAIL,TIPO_INSCRIPCION,REPRESENTANTE_LEGAL,TIPO_PRESTADOR,CLASIFICACION
ANTIOQUIA,ENVIGADO,ALCANTARILLADO,OPERATIVA,EMPRESAS PÚBLICAS DE MEDELLIN E.S.P.,,ANTIOQUIA,MEDELLIN,CRA 58 No 42-125 Edificio Inteligente,3808080,epm@epm.com.co,Registro por la ESP,JORGE ALBERTO JULIAN LONDONO DE LA CUESTA ,EMPRESA INDUSTRIAL Y COMERCIAL DEL ESTADO,MAS DE 2500 SUSCRIPTORES
ANTIOQUIA,FREDONIA,ASEO,OPERATIVA,UNIDAD DE SERVICIOS PUBLICOS DOMICILIARIOS DE ASEO DEL MUNICIPIO DE  FREDONIA,,ANTIOQUIA,FREDONIA,calle 50 No. 50-58 Palacio Municipal,8401264,alcaldia@fredonia.com,Registro por la ESP,CARLOS MARIO LONDOÑO ESPINOSA,MUNICIPIO (PRESTACIÓN DIRECTA),MAS DE 2500 SUSCRIPTORES
ANTIOQUIA,FREDONIA,ACUEDUCTO,OPERATIVA,ASOCIACION  DE USUARIOS DEL ACUEDUCTO  DE  HOYO FRIO,,ANTIOQUIA,FREDONIA,ALCALDIA DE FREDONIA,8401272,clarirueda@hotmail.com,Registro por la ESP,CLARA   INES RUEDA ACEVEDO,ORGANIZACION AUTORIZADA,HASTA 2500 SUSCRIPTORES
ANTIOQUIA,FREDONIA,ACUEDUCTO,OPERATIVA,ASOCIACION DE USUARIOS DEL ACUEDUCTO MULTIVEREDAL DE FREDONIA RODRIGO ARENAS BETANCUR,,ANTIOQUIA,FREDONIA,VEREDA EL PLAN,8402930,momavios77@yahoo.es,Registro por la ESP,MONICA MARIA VILLA OSORIO,ORGANIZACION AUTORIZADA,HASTA 2500 SUSCRIPTORES
ANTIOQUIA,FREDONIA,ACUEDUCTO,OPERATIVA,ASOCIACION DE USUARIOS DEL ACUEDUCTO LA CORDILLERA MUNICIPIO DE FREDONIA,,ANTIOQUIA,FREDONIA,VEREDA LA CORDILLERA,3128146,luma.holguin@gmail.com,Registro por la ESP,YURI MILENA HOLGUIN ,ORGANIZACION AUTORIZADA,HASTA 2500 SUSCRIPTORES
ANTIOQUIA,FREDONIA,ASEO,OPERATIVA,FUNDACION CODESARROLLO,,ANTIOQUIA,SABANETA,kilometro 1 variante a caldas,3091574,cmedina@codesarrollo.org.co,Registro por la ESP,JUANA  PEREZ MARTINEZ,ORGANIZACION AUTORIZADA,HASTA 2500 SUSCRIPTORES
ANTIOQUIA,FREDONIA,ACUEDUCTO,OPERATIVA,ASOCIACION DE USUARIOS DEL ACUEDUCTO Y ALCANTARILLADO DE LA VEREDA EL ZANCUDO,,ANTIOQUIA,FREDONIA,Vereda el Zancudo,8401676,olgazanviar@hotmail.com,Registro por la ESP,GILDARDO ANTONIO LEON AGUDELO,ORGANIZACION AUTORIZADA,HASTA 2500 SUSCRIPTORES
ANTIOQUIA,FREDONIA,ALCANTARILLADO,OPERATIVA,OPERADORES DE SERVICIOS S.A.  E.S.P.,,ANTIOQUIA,MEDELLIN,Calle 42B No 63C - 51,3512999,operserv@une.net.co,Registro por la ESP,HERNAN DARIO PEREZ LOZANO,SOCIEDADES (EMPRESA DE SERVICIOS PUBLICOS),MAS DE 2500 SUSCRIPTORES
ANTIOQUIA,FREDONIA,ACUEDUCTO,OPERATIVA,OPERADORES DE SERVICIOS S.A.  E.S.P.,,ANTIOQUIA,MEDELLIN,Calle 42B No 63C - 51,3512999,operserv@une.net.co,Registro por la ESP,HERNAN DARIO PEREZ LOZANO,SOCIEDADES (EMPRESA DE SERVICIOS PUBLICOS),MAS DE 2500 SUSCRIPTORES
ANTIOQUIA,FREDONIA,ASEO,OPERATIVA,EMPRESA DE SERVICIOS PUBLICOS DOMICILIARIOS AGUAS Y ASEO DE FREDONIA S.A E.S.P,,ANTIOQUIA,FREDONIA,Calle 50 No 50-58,8401211,aguasyaseofredonia@gmail.com,Registro por la ESP,NELSON ANDRES DIEZ GARCIA,SOCIEDADES (EMPRESA DE SERVICIOS PUBLICOS),MAS DE 2500 SUSCRIPTORES
ANTIOQUIA,FREDONIA,ACUEDUCTO,OPERATIVA,ASOCIACION DE USUARIOS DEL ACUEDUCTO VEREDA SABALETAS,,ANTIOQUIA,FREDONIA,VEREDA ZABALETAS,8402164,henryantoniozapata@hotmail.com,Registro por la ESP,HENRY ANTONIO ZAPATA ,ORGANIZACION AUTORIZADA,HASTA 2500 SUSCRIPTORES
ANTIOQUIA,FREDONIA,ACUEDUCTO,OPERATIVA,ASOCIACION DE USUARIOS DE LA VEREDA EL CALVARIO ,,ANTIOQUIA,FREDONIA,Vereda el Calvario,8401264,olgazanviar@hotmail.com,Registro por la ESP,SAMUEL DE JESUS GALLEGO LONDOÑO,ORGANIZACION AUTORIZADA,HASTA 2500 SUSCRIPTORES
ANTIOQUIA,FRONTINO,ASEO,OPERATIVA,EMPRESA DE SERVICIOS PUBLICOS  DE FRONTINO E.S.P. FRONTINO,,ANTIOQUIA,FRONTINO,Cra. 32 Nº 31-60,8596476,serviciospublicos@frontino-antioquia.gov.co,Registro por la ESP,BEATRIZ ELENA SUAZA CORREA,EMPRESA INDUSTRIAL Y COMERCIAL DEL ESTADO,MAS DE 2500 SUSCRIPTORES
ANTIOQUIA,FRONTINO,ALCANTARILLADO,OPERATIVA,EMPRESA DE SERVICIOS PUBLICOS  DE FRONTINO E.S.P. FRONTINO,,ANTIOQUIA,FRONTINO,Cra. 32 Nº 31-60,8596476,serviciospublicos@frontino-antioquia.gov.co,Registro por la ESP,BEATRIZ ELENA SUAZA CORREA,EMPRESA INDUSTRIAL Y COMERCIAL DEL ESTADO,MAS DE 2500 SUSCRIPTORES
ANTIOQUIA,FRONTINO,ACUEDUCTO,OPERATIVA,EMPRESA DE SERVICIOS PUBLICOS  DE FRONTINO E.S.P. FRONTINO,,ANTIOQUIA,FRONTINO,Cra. 32 Nº 31-60,8596476,serviciospublicos@frontino-antioquia.gov.co,Registro por la ESP,BEATRIZ ELENA SUAZA CORREA,EMPRESA INDUSTRIAL Y COMERCIAL DEL ESTADO,MAS DE 2500 SUSCRIPTORES
ANTIOQUIA,GIRALDO,ALCANTARILLADO,OPERATIVA,EMPRESA DE SERVICIOS PUBLICOS DOMICILIARIOS DE GIRALDO S.A. E.S.P ,,ANTIOQUIA,GIRALDO,Calle 10 Nro. 9 - 32,8571039,empugisaesp@gmail.com,Registro por la ESP,ROSMIRO ANTONIO MANCO MANCO,SOCIEDADES (EMPRESA DE SERVICIOS PUBLICOS),HASTA 2500 SUSCRIPTORES
ANTIOQUIA,GIRALDO,ASEO,OPERATIVA,EMPRESA DE SERVICIOS PUBLICOS DOMICILIARIOS DE GIRALDO S.A. E.S.P ,,ANTIOQUIA,GIRALDO,Calle 10 Nro. 9 - 32,8571039,empugisaesp@gmail.com,Registro por la ESP,ROSMIRO ANTONIO MANCO MANCO,SOCIEDADES (EMPRESA DE SERVICIOS PUBLICOS),HASTA 2500 SUSCRIPTORES
ANTIOQUIA,GIRALDO,ACUEDUCTO,OPERATIVA,EMPRESA DE SERVICIOS PUBLICOS DOMICILIARIOS DE GIRALDO S.A. E.S.P ,,ANTIOQUIA,GIRALDO,Calle 10 Nro. 9 - 32,8571039,empugisaesp@gmail.com,Registro por la ESP,ROSMIRO ANTONIO MANCO MANCO,SOCIEDADES (EMPRESA DE SERVICIOS PUBLICOS),HASTA 2500 SUSCRIPTORES
ANTIOQUIA,GIRARDOTA,ALCANTARILLADO,OPERATIVA,EMPRESAS PÚBLICAS DE MEDELLIN E.S.P.,,ANTIOQUIA,MEDELLIN,CRA 58 No 42-125 Edificio Inteligente,3808080,epm@epm.com.co,Registro por la ESP,JORGE ALBERTO JULIAN LONDONO DE LA CUESTA ,EMPRESA INDUSTRIAL Y COMERCIAL DEL ESTADO,MAS DE 2500 SUSCRIPTORES
ANTIOQUIA,GIRARDOTA,ACUEDUCTO,OPERATIVA,"ASOCIACION DEL ACUEDUCTO MULTIVEREDAL LOMATICA, VEREDAS LA MATA, EL SOCORRO, LA MATICA, Y LOMA DE LOS OCHOA",,ANTIOQUIA,GIRARDOTA,Vereda La Mata,4570060,acueductolomatica@gmail.com,Registro por la ESP,JESUS ARTURO OCHOA ZAPATA,ORGANIZACION AUTORIZADA,HASTA 2500 SUSCRIPTORES
ANTIOQUIA,GIRARDOTA,ACUEDUCTO,OPERATIVA,ASOCIACION DE USUARIOS DEL ACUEDUCTO VEREDAL MERCEDES ABREGO DEL MUNICIPIO DE GIRARDOTA,,ANTIOQUIA,GIRARDOTA,Vereda Mercedes Abrego,2893293,ignaciorave@hotmail.com,Registro por la ESP,IGNACIO ALFONSO RAVE ,ORGANIZACION AUTORIZADA,HASTA 2500 SUSCRIPTORES
ANTIOQUIA,GIRARDOTA,ACUEDUCTO,OPERATIVA,ASOCIACIÓN DE USUARIOS ACUEDUCTO NUEVA ANTIOQUIA,,ANTIOQUIA,GIRARDOTA,VEREDA EL TOTUMO,2898044,acueductonuevaantioquia@hotmail.com,Registro por la ESP,IGNACIO LEON ARANGO ,ORGANIZACION AUTORIZADA,HASTA 2500 SUSCRIPTORES
ANTIOQUIA,GIRARDOTA,ACUEDUCTO,OPERATIVA,ASOCIACION ACUEDUCTO ECOSOSTENIBLE VEREDA LA MESETA,,ANTIOQUIA,GIRARDOTA,"Vereda La Meseta, Girardota, Antioquia",2895767,acueductolameseta@gmail.com,Registro por la ESP,GABRIEL DE JESUS CASTAÑO BUSTAMANTE,ORGANIZACION AUTORIZADA,HASTA 2500 SUSCRIPTORES
ANTIOQUIA,GIRARDOTA,ASEO,OPERATIVA,EMPRESA DE ASEO PUBLICO DE GIRARDOTA S.A. E.S.P.,,ANTIOQUIA,GIRARDOTA,CALLE 8 NUMERO 22 11,2895352,notificaciones@interaseo.com.co,Registro por la ESP,JOSE ANIBAL SIERRA VELASQUEZ,SOCIEDADES (EMPRESA DE SERVICIOS PUBLICOS),MAS DE 2500 SUSCRIPTORES
,,Inscripción Oficio Delegada AAA,,JUNTA ADMINISTRADORA VEREDA PAJIJI,,HUILA,ALTAMIRA,ALTAMIRA,,,Registro por oficio,  ,,
ANTIOQUIA,GIRARDOTA,ACUEDUCTO,OPERATIVA,ASOCIACION COMUNITARIA ACUEDUCTO VEREDA SAN DIEGO DEL MUNICIPIO DE GIRARDOTA,,ANTIOQUIA,GIRARDOTA,Carrera 15 Nro 5 - 8,4544628,acueductosandiego@hotmail.com,Registro por la ESP,GUSTAVO BUSTAMANTE ,ORGANIZACION AUTORIZADA,HASTA 2500 SUSCRIPTORES
ANTIOQUIA,GIRARDOTA,ALCANTARILLADO,OPERATIVA,"ASOCIACION DEL ACUEDUCTO MULTIVEREDAL LOMATICA, VEREDAS LA MATA, EL SOCORRO, LA MATICA, Y LOMA DE LOS OCHOA",,ANTIOQUIA,GIRARDOTA,Vereda La Mata,4570060,acueductolomatica@gmail.com,Registro por la ESP,JESUS ARTURO OCHOA ZAPATA,ORGANIZACION AUTORIZADA,HASTA 2500 SUSCRIPTORES
ANTIOQUIA,GIRARDOTA,ACUEDUCTO,OPERATIVA,EMPRESAS PÚBLICAS DE MEDELLIN E.S.P.,,ANTIOQUIA,MEDELLIN,CRA 58 No 42-125 Edificio Inteligente,3808080,epm@epm.com.co,Registro por la ESP,JORGE ALBERTO JULIAN LONDONO DE LA CUESTA ,EMPRESA INDUSTRIAL Y COMERCIAL DEL ESTADO,MAS DE 2500 SUSCRIPTORES
ANTIOQUIA,GIRARDOTA,ACUEDUCTO,OPERATIVA,Asociación de Usuarios del Acueducto vereda La Palma Municipio de Girardota,,ANTIOQUIA,GIRARDOTA,Vereda La Palma,4675125,eisaza@interpla.net,Registro por la ESP,JESUS ANIBAL RUA CATAÑO,ORGANIZACION AUTORIZADA,HASTA 2500 SUSCRIPTORES
ANTIOQUIA,GIRARDOTA,ACUEDUCTO,OPERATIVA,ASOCIACION CAMPESINA NO NACIONAL DE USUARIOS DEL ACUEDUCTO Y ALCANTARILLADO DE LA VEREDA PORTACHUELO DEL MUNICIPIO DE GIRARDOTA DEPARTAMENTO DE ANTIOQUIA,,ANTIOQUIA,GIRARDOTA,vereda portachuelo,5677648,acueport@yahoo.com,Registro por la ESP,JAIME ALBERTO AVENDAÑO CORDOBA,ORGANIZACION AUTORIZADA,HASTA 2500 SUSCRIPTORES
ANTIOQUIA,GIRARDOTA,ACUEDUCTO,OPERATIVA,ASOCIACIÓN DE SUSCRIPTORES DEL ACUEDUCTO MULTIVEREDAL EL ROBLE,,ANTIOQUIA,GUARNE,VEREDA LA ENEA GUARNE,5625876,acueductoelroble@hotmail.com,Registro por la ESP,EZEQUIEL HERNAN LOPEZ LOPEZ,ORGANIZACION AUTORIZADA,HASTA 2500 SUSCRIPTORES
ANTIOQUIA,GIRARDOTA,ACUEDUCTO,OPERATIVA,ASOCIACION DE USUARIOS DEL ACUEDUCTO MULTIVEREDAL JOSE ANTONIO CORREA,,ANTIOQUIA,COPACABANA,calle 50 nº 51 57 local 109,2743700,acueductojosea.correa@gmail.co,Registro por la ESP,JOSE DE JESUS ARANGO ECHEVERRI,ORGANIZACION AUTORIZADA,HASTA 2500 SUSCRIPTORES
ANTIOQUIA,GIRARDOTA,ASEO,OPERATIVA,EMPRESAS VARIAS DE MEDELLIN  S.A. E.S. P.,,ANTIOQUIA,MEDELLIN,CARRERA 58 No 42-125,3807946,contacto@emvarias.com.co,Registro por la ESP,JORGE LENIN URREGO ANGEL,SOCIEDADES (EMPRESA DE SERVICIOS PUBLICOS),MAS DE 2500 SUSCRIPTORES
ANTIOQUIA,GOMEZ PLATA,ALCANTARILLADO,OPERATIVA,UNIDAD DE SERVICIOS PUBLICOS DOMICILIARIOS DEL MUNICIPIO DE GOMEZ PLATA,,ANTIOQUIA,GOMEZ PLATA,PARQUE PRINCIPAL,8627522,serviciospublicosgomezplata@gmail.com,Registro por la ESP,MARIO DE JESUS RESTREPO PEREZ,MUNICIPIO (PRESTACIÓN DIRECTA),HASTA 2500 SUSCRIPTORES
ANTIOQUIA,GOMEZ PLATA,ASEO,OPERATIVA,EMPRESAS VARIAS DE MEDELLIN  S.A. E.S. P.,,ANTIOQUIA,MEDELLIN,CARRERA 58 No 42-125,3807946,contacto@emvarias.com.co,Registro por la ESP,JORGE LENIN URREGO ANGEL,SOCIEDADES (EMPRESA DE SERVICIOS PUBLICOS),MAS DE 2500 SUSCRIPTORES
ANTIOQUIA,GOMEZ PLATA,ACUEDUCTO,OPERATIVA,UNIDAD DE SERVICIOS PUBLICOS DOMICILIARIOS DEL MUNICIPIO DE GOMEZ PLATA,,ANTIOQUIA,GOMEZ PLATA,PARQUE PRINCIPAL,8627522,serviciospublicosgomezplata@gmail.com,Registro por la ESP,MARIO DE JESUS RESTREPO PEREZ,MUNICIPIO (PRESTACIÓN DIRECTA),HASTA 2500 SUSCRIPTORES
ANTIOQUIA,GOMEZ PLATA,ASEO,OPERATIVA,UNIDAD DE SERVICIOS PUBLICOS DOMICILIARIOS DEL MUNICIPIO DE GOMEZ PLATA,,ANTIOQUIA,GOMEZ PLATA,PARQUE PRINCIPAL,8627522,serviciospublicosgomezplata@gmail.com,Registro por la ESP,MARIO DE JESUS RESTREPO PEREZ,MUNICIPIO (PRESTACIÓN DIRECTA),HASTA 2500 SUSCRIPTORES
ANTIOQUIA,GRANADA,ASEO,OPERATIVA,EMPRESA DE SERVICIOS PÚBLICOS DE GRANADA,,ANTIOQUIA,GRANADA,Calle 20 # 21-55,8320939,espgranada@yahoo.es,Registro por la ESP,GLORIA EMILSE GARCIA ARBELAEZ,EMPRESA INDUSTRIAL Y COMERCIAL DEL ESTADO,MAS DE 2500 SUSCRIPTORES
ANTIOQUIA,GRANADA,ASEO,OPERATIVA,CICLO TOTAL SAS E.S.P,,ANTIOQUIA,MEDELLIN,CARRERA 31 17SUR-34 INT.110,5485698,ciclototalesp@hotmail.com,Registro por la ESP,SANTIAGO MONROY GAVIRIA,SOCIEDADES (EMPRESA DE SERVICIOS PUBLICOS),MAS DE 2500 SUSCRIPTORES
ANTIOQUIA,GRANADA,ACUEDUCTO,OPERATIVA,EMPRESA DE SERVICIOS PÚBLICOS DE GRANADA,,ANTIOQUIA,GRANADA,Calle 20 # 21-55,8320939,espgranada@yahoo.es,Registro por la ESP,GLORIA EMILSE GARCIA ARBELAEZ,EMPRESA INDUSTRIAL Y COMERCIAL DEL ESTADO,MAS DE 2500 SUSCRIPTORES
ANTIOQUIA,GRANADA,ALCANTARILLADO,OPERATIVA,EMPRESA DE SERVICIOS PÚBLICOS DE GRANADA,,ANTIOQUIA,GRANADA,Calle 20 # 21-55,8320939,espgranada@yahoo.es,Registro por la ESP,GLORIA EMILSE GARCIA ARBELAEZ,EMPRESA INDUSTRIAL Y COMERCIAL DEL ESTADO,MAS DE 2500 SUSCRIPTORES
ANTIOQUIA,GRANADA,ASEO,OPERATIVA,CORPORACIÓN DE RECICLADORES DE ANTIOQUIA,,ANTIOQUIA,MARINILLA,CARRERA 30A 20-80,5485698,ciclototalesp@hotmail.com,Registro por la ESP,SANTIAGO ALONSO ZULUAGA JARAMILLO,ORGANIZACION AUTORIZADA,MAS DE 2500 SUSCRIPTORES
,,Inscripción Oficio Delegada AAA,,ACUEDUCTO SAN ANTONIO DEL PESCADO,,HUILA,GARZON,POBLADO SANA NTONIO,,,Registro por oficio,  ,,
ANTIOQUIA,GUADALUPE,ACUEDUCTO,OPERATIVA,EMPRESA DE SERVICIOS PUBLICOS DE GUADALUPE S.A.S ESP,,ANTIOQUIA,GUADALUPE,carrera 50 No 51-13,8616115,uspguadalupe@gmail.com,Registro por la ESP,DAISSY BAENA HERNANDEZ,SOCIEDADES (EMPRESA DE SERVICIOS PUBLICOS),HASTA 2500 SUSCRIPTORES
ANTIOQUIA,GUADALUPE,ALCANTARILLADO,OPERATIVA,EMPRESA DE SERVICIOS PUBLICOS DE GUADALUPE S.A.S ESP,,ANTIOQUIA,GUADALUPE,carrera 50 No 51-13,8616115,uspguadalupe@gmail.com,Registro por la ESP,DAISSY BAENA HERNANDEZ,SOCIEDADES (EMPRESA DE SERVICIOS PUBLICOS),HASTA 2500 SUSCRIPTORES
ANTIOQUIA,GUADALUPE,ASEO,OPERATIVA,EMPRESA DE SERVICIOS PUBLICOS DE GUADALUPE S.A.S ESP,,ANTIOQUIA,GUADALUPE,carrera 50 No 51-13,8616115,uspguadalupe@gmail.com,Registro por la ESP,DAISSY BAENA HERNANDEZ,SOCIEDADES (EMPRESA DE SERVICIOS PUBLICOS),MAS DE 2500 SUSCRIPTORES
ANTIOQUIA,GUARNE,ASEO,OPERATIVA,CICLO TOTAL SAS E.S.P,,ANTIOQUIA,MEDELLIN,CARRERA 31 17SUR-34 INT.110,5485698,ciclototalesp@hotmail.com,Registro por la ESP,SANTIAGO MONROY GAVIRIA,SOCIEDADES (EMPRESA DE SERVICIOS PUBLICOS),MAS DE 2500 SUSCRIPTORES
ANTIOQUIA,GUARNE,ACUEDUCTO,OPERATIVA,ASOCIACION DE USUARIOS DEL ACUEDUCTO VEREDAL SAN JOSE,,ANTIOQUIA,GUARNE,Cra 50 No. 42-100 Centro Integrado de Guarne local 213,5512233,acueductosanjose@hotmail.com,Registro por la ESP,EDUARDO GIRALDO  ORTIZ,ORGANIZACION AUTORIZADA,HASTA 2500 SUSCRIPTORES
ANTIOQUIA,GUARNE,ACUEDUCTO,OPERATIVA,ASOCIACION DE USUARIOS DEL SERVICIO DE ACUEDUCTO DE LA VEREDA YOLOMBAL,,ANTIOQUIA,GUARNE,VEREDA YOLOMBAL,5677648,gusta707@gmail.com,Registro por la ESP,DIANA PAOLA ISAZA ISAZA,ORGANIZACION AUTORIZADA,HASTA 2500 SUSCRIPTORES
ANTIOQUIA,GUARNE,ACUEDUCTO,OPERATIVA,ASOCIACION ACUEDUCTO GUAPANTE ASOAGUA,,ANTIOQUIA,GUARNE,VEREDA GUAPANTE,5677648,gusta707@gmail.com,Registro por la ESP,DIANA MARIA FERNANDEZ FLOREZ,ORGANIZACION AUTORIZADA,HASTA 2500 SUSCRIPTORES
ANTIOQUIA,GUARNE,ACUEDUCTO,OPERATIVA,ASOCIACION DE SUSCRIPTORES DEL ACUEDUCTO BARRIO SAN ANTONIO AGUASANAN,,ANTIOQUIA,GUARNE,BARRIO SAN ANTONIO,5677648,gustavo707@msn.com,Registro por la ESP,ELKIN ARLEY ARCILA ,ORGANIZACION AUTORIZADA,HASTA 2500 SUSCRIPTORES
ANTIOQUIA,GUARNE,ASEO,OPERATIVA,EMPRESAS VARIAS DE MEDELLIN  S.A. E.S. P.,,ANTIOQUIA,MEDELLIN,CARRERA 58 No 42-125,3807946,contacto@emvarias.com.co,Registro por la ESP,JORGE LENIN URREGO ANGEL,SOCIEDADES (EMPRESA DE SERVICIOS PUBLICOS),MAS DE 2500 SUSCRIPTORES
ANTIOQUIA,GUARNE,ACUEDUCTO,OPERATIVA,ASOCIACIÓN DE USUARIOS DEL ACUEDUCTO EL ROSARIO PIEDRAS BLANCAS,,ANTIOQUIA,GUARNE,Vereda Piedras Blancas,5677146,acueductorosario@hotmail.com,Registro por la ESP,MARIA CECILIA VALENCIA JARAMILLO,ORGANIZACION AUTORIZADA,HASTA 2500 SUSCRIPTORES
ANTIOQUIA,GUARNE,ACUEDUCTO,OPERATIVA,ASOCIACION DE USUARIOS DEL ACUEDUCTO ENSENILLO ,,ANTIOQUIA,GUARNE,VEREDA EL SALADO,5677057,asoensenillo@yahoo.es,Registro por la ESP,LINA MARCELA DUQUE IRAL,ORGANIZACION AUTORIZADA,HASTA 2500 SUSCRIPTORES
ANTIOQUIA,GUARNE,ACUEDUCTO,OPERATIVA,ASOCIACION DE USUARIOS DEL ACUEDUCTO VEREDAL LA CLARA,,ANTIOQUIA,GUARNE,VEREDA LA CLARA,5677648,gusta707@gmail.com,Registro por la ESP,ELKIN ARLEY ARCILA RAMIREZ,ORGANIZACION AUTORIZADA,HASTA 2500 SUSCRIPTORES
ANTIOQUIA,GUARNE,ACUEDUCTO,OPERATIVA,ASOCIACION DE SUSCRIPTORES ACUEDUCTO MULTIVEREDAL EL COLORADO ASUCOL,,ANTIOQUIA,GUARNE,CARRERA 50 No 42-100 local 231,5676158,asucol1@hotmail.com,Registro por la ESP,ANA EUFROSINA RENDON ARANGO,ORGANIZACION AUTORIZADA,HASTA 2500 SUSCRIPTORES
ANTIOQUIA,GUARNE,ACUEDUCTO,OPERATIVA,EMPRESA DE SERVICIOS PUBLICOS DOMICILIARIOS DEL MUNICIPIO DE GUARNE E.S.P.,,ANTIOQUIA,GUARNE,Carrera 50  No.42-100 Local 207,5515184,gerenciaespguarne@une.net.co,Registro por la ESP,ORIANA MABEL HERNANDEZ ORREGO,EMPRESA INDUSTRIAL Y COMERCIAL DEL ESTADO,MAS DE 2500 SUSCRIPTORES
ANTIOQUIA,GUARNE,ACUEDUCTO,OPERATIVA,ASOCIACION DE USUARIOS DEL ACUEDUCTO SAN IGNACIO,,ANTIOQUIA,GUARNE,VEREDA SAN IGNACIO,5380007,asuasi538@gmail.com,Registro por la ESP,JESUS HUMBERTO QUINTANA LOPEZ,ORGANIZACION AUTORIZADA,HASTA 2500 SUSCRIPTORES
ANTIOQUIA,GUARNE,ACUEDUCTO,OPERATIVA,ASOCIACION DE USUARIOS DEL ACUEDUCTO ALTO DE LA VIRGEN,,ANTIOQUIA,GUARNE,VEREDA ALTO DE LA VIRGEN,3778807,asualvir@yahoo.com,Registro por la ESP,LIBARDO DE JESUS LOPEZ SANCHEZ,ORGANIZACION AUTORIZADA,HASTA 2500 SUSCRIPTORES
ANTIOQUIA,GUARNE,ACUEDUCTO,OPERATIVA,ASOCIACIÓN DE SUSCRIPTORES DEL ACUEDUCTO MULTIVEREDAL EL ROBLE,,ANTIOQUIA,GUARNE,VEREDA LA ENEA GUARNE,5625876,acueductoelroble@hotmail.com,Registro por la ESP,EZEQUIEL HERNAN LOPEZ LOPEZ,ORGANIZACION AUTORIZADA,HASTA 2500 SUSCRIPTORES
ANTIOQUIA,GUARNE,ACUEDUCTO,OPERATIVA,ASOCIACION DE SUSCRIPTORES DEL ACUEDUCTO HONDITA HOJAS ANCHAS DEL MUNICIPIO DE GUARNE,,ANTIOQUIA,GUARNE,AUT MEDELLIN BOGOTA MALL MIRADOR DE LOS COMUNEROS KM 25+90,5511007,acueductohha@mc.com.co,Registro por la ESP,JOHN JAIRO GIL OSPINA,ORGANIZACION AUTORIZADA,HASTA 2500 SUSCRIPTORES
ANTIOQUIA,GUARNE,ASEO,OPERATIVA,EMPRESA DE SERVICIOS PUBLICOS DOMICILIARIOS DEL MUNICIPIO DE GUARNE E.S.P.,,ANTIOQUIA,GUARNE,Carrera 50  No.42-100 Local 207,5515184,gerenciaespguarne@une.net.co,Registro por la ESP,ORIANA MABEL HERNANDEZ ORREGO,EMPRESA INDUSTRIAL Y COMERCIAL DEL ESTADO,MAS DE 2500 SUSCRIPTORES
ANTIOQUIA,GUARNE,ACUEDUCTO,OPERATIVA,ASOCIACION DE SUSCRIPTORES DEL ACUEDUCTO MULTIVEREDAL JUAN XXIII CHAPARRAL,,ANTIOQUIA,GUARNE,CARRERA 50 No 42-100 loc 233,5515669,anarenar1983@hotmail.com,Registro por la ESP,ARMANDO DE JESUS ZAPATA  MARIN,ORGANIZACION AUTORIZADA,HASTA 2500 SUSCRIPTORES
ANTIOQUIA,GUARNE,ASEO,OPERATIVA,CORPORACIÓN DE RECICLADORES DE ANTIOQUIA,,ANTIOQUIA,MARINILLA,CARRERA 30A 20-80,5485698,ciclototalesp@hotmail.com,Registro por la ESP,SANTIAGO ALONSO ZULUAGA JARAMILLO,ORGANIZACION AUTORIZADA,MAS DE 2500 SUSCRIPTORES
ANTIOQUIA,GUARNE,ACUEDUCTO,OPERATIVA,ASOCIACION DE USUARIOS DEL ACUEDUCTO VEREDAL LA PASTORCITA,,ANTIOQUIA,GUARNE,VEREDA LA PASTORCITA,4080372,gusta707@gmail.com,Registro por la ESP,ALIRIO DE JESUS ATEHORTUA AGUDELO,ORGANIZACION AUTORIZADA,HASTA 2500 SUSCRIPTORES
ANTIOQUIA,GUARNE,ACUEDUCTO,OPERATIVA,ASOCIACION DE USUARIOS DEL SERVICIO DE ACUEDUCTO DE LA VEREDA EL SANGO,,ANTIOQUIA,GUARNE,"AUT MEDELLIN BOGOTA KM 19, VEREDA EL SANGO",5512724,acuesango@une.net.co,Registro por la ESP,JOSE RUPERTO RODRIGUEZ BLANDON,ORGANIZACION AUTORIZADA,HASTA 2500 SUSCRIPTORES
ANTIOQUIA,GUARNE,ACUEDUCTO,OPERATIVA,ASOCIACION DE USUARIOS DEL ACUEDUCTO DE LA VEREDA LA BRIZUELA,,ANTIOQUIA,GUARNE,VEREDA LA BRIZUELA,5517004,asobrisa@hotmail.com,Registro por la ESP,DAGLEN IGNACIO ARBELAEZ GALLEGO,ORGANIZACION AUTORIZADA,HASTA 2500 SUSCRIPTORES
ANTIOQUIA,GUARNE,ACUEDUCTO,OPERATIVA,ASOCIACION DE SUSCRIPTORES AGUAS LA CHORRERA,,ANTIOQUIA,GUARNE,VEREDA LA MOSQUITA,5677648,gusta707@gmail.com,Registro por la ESP,JAIRO DE JESUS PATIÑO ,ORGANIZACION AUTORIZADA,HASTA 2500 SUSCRIPTORES
